job_id,job_title,company,location,experience,salary,work_mode,employment_type,skills,posted_date,description
JOB_01184,Cybersecurity Analyst,Company P,Mumbai,8-12 years,₹13.6L - ₹18.4L,Hybrid,Part-time,"JavaScript, Node.js, Python, SQL, TensorFlow",2026-01-11,"We are looking for a highly skilled Cybersecurity Analyst to join our engineering team. Required skills include Oracle, Javascript, python, NodeJS, tensorflow. Apply now to join Company P."
JOB_00069,Data Analyst,Company E,Unknown,8-11 years,₹23.6L - ₹27.1L,On-site,Part-time,"Node.js, Python, SQL, Statistics",2026-01-26,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include Statistics, Oracle, Python, Node.js. Apply now to join Company E."
JOB_00286,Software Engineer,Company X,Noida,5-7 years,₹12.0L - ₹16.3L,Remote,Full-time,"Express.js, JavaScript, Machine Learning, Python",2026-08-04,"We are looking for a highly skilled Software Engineer to join our engineering team. Required skills include Python 3, JS, Machine learning, express. Apply now to join Company X."
JOB_07581,Cloud Engineer,Company Z,Hyderabad,3-6 years,₹21.8L - ₹25.9L,Remote,Part-time,"Azure, Docker, GCP, Java, Statistics",2026-02-12,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include GCP, Docker, Azure, Java, Stats. Apply now to join Company Z."
JOB_03421,Site Reliability Engineer,Company EE,Delhi NCR,0-1 years,₹21.0L - ₹23.8L,Hybrid,Contract,"Express.js, Python, SQL",2025-10-03,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include Oracle, PYTHON, express. Apply now to join Company EE."
JOB_08500,DevOps Engineer,Company K,Kolkata,7-9 years,₹18.5L - ₹23.0L,Hybrid,Contract,"AWS, GCP, Power BI, Statistics",2026-08-11,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include Google Cloud, Amazon Web Services, Statistics, Power BI. Apply now to join Company K."
JOB_01431,Data Engineer,Company Z,Noida,5-8 years,₹22.8L - ₹25.4L,Hybrid,Full-time,"Azure, Kubernetes, Python, SQL, Statistics",2026-07-17,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include Statistics, PYTHON, SQL, Azure, Kubernetes. Apply now to join Company Z."
JOB_07588,Database Administrator,Company K,Chennai,4-5 years,₹18.8L - ₹23.2L,Hybrid,Contract,"Azure, GCP, Python, SQL, Statistics",2026-01-02,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include Statistics, python, MS SQL, Google Cloud, Azure. Apply now to join Company K."
JOB_04422,QA Engineer,Company R,Pune,4-7 years,₹11.8L - ₹13.8L,On-site,Full-time,"JavaScript, MongoDB, Python",2026-02-07,"We are looking for a highly skilled QA Engineer to join our engineering team. Required skills include PYTHON, Javascript, MongoDB. Apply now to join Company R."
JOB_05529,DevOps Engineer,Company FF,Delhi NCR,0-4 years,₹18.0L - ₹21.4L,On-site,Full-time,"AWS, Azure, Docker, GCP, Kubernetes, Statistics",2026-07-23,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include docker, K8s, aws, azure, GCP, Stats. Apply now to join Company FF."
JOB_03528,Frontend Developer,Company D,Noida,5-9 years,₹12.0L - ₹14.9L,On-site,Full-time,"AWS, Azure, JavaScript, React",2026-03-25,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include JS, ReactJS, Amazon AWS, Azure. Apply now to join Company D."
JOB_05431,QA Engineer,Company Q,Noida,3-6 years,₹13.6L - ₹18.6L,On-site,Full-time,"JavaScript, Python, React, SQL",2026-08-28,"We are looking for a highly skilled QA Engineer to join our engineering team. Required skills include Oracle, Javascript, Python, ReactJS. Apply now to join Company Q."
JOB_01522,Database Administrator,Company V,Gurgaon,0-3 years,₹13.0L - ₹16.5L,On-site,Part-time,"AWS, Python, SQL, Statistics",2025-12-02,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include Stats, Python 3, MySQL, aws. Apply now to join Company V."
JOB_06653,DevOps Engineer,Company N,Chennai,2-5 years,₹18.5L - ₹23.4L,On-site,Contract,"AWS, Docker, GCP, MongoDB",2026-06-23,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include Amazon AWS, Docker, Mongo, GCP. Apply now to join Company N."
JOB_07813,Cloud Engineer,Company FF,Gurgaon,0-1 years,₹18.2L - ₹20.9L,Hybrid,Full-time,"AWS, Azure, Express.js, GCP, Kubernetes",2026-02-26,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include aws, Azure, Kubernetes, gcp, Express. Apply now to join Company FF."
JOB_04546,Database Administrator,Company Y,Gurgaon,8-9 years,₹20.6L - ₹23.5L,On-site,Part-time,"JavaScript, Python, SQL, Statistics",2025-09-26,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include MySQL, Stats, python, JavaScript. Apply now to join Company Y."
JOB_09999,Machine Learning Engineer,Company GG,Kolkata,5-9 years,₹25.2L - ₹29.0L,On-site,Full-time,"Excel, Python, React, SQL, Statistics",2026-05-26,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include SQL, PYTHON, Stats, ReactJS, MS Excel. Apply now to join Company GG."
JOB_06236,Database Administrator,Company JJ,Hyderabad,5-8 years,₹21.0L - ₹23.9L,Remote,Part-time,"Machine Learning, Python, SQL, Statistics",2026-06-02,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include MS SQL, Statistics, python, ML. Apply now to join Company JJ."
JOB_04096,Full Stack Developer,Company Q,Kolkata,7-10 years,₹24.5L - ₹28.6L,On-site,Contract,"AWS, JavaScript, Python, SQL, Statistics",2026-01-23,"We are looking for a highly skilled Full Stack Developer to join our engineering team. Required skills include Python, Vanilla JS, SQL, Statistics, aws. Apply now to join Company Q."
JOB_07770,DevOps Engineer,Company W,Pune,4-5 years,₹20.2L - ₹23.8L,Remote,Contract,"AWS, Azure, C++, Docker, Kubernetes, MongoDB",2026-08-21,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include docker, Amazon AWS, K8s, azure, c++, mongodb. Apply now to join Company W."
JOB_08607,MERN Stack Engineer,Company GG,Chennai,4-7 years,₹19.3L - ₹21.8L,Remote,Contract,"Express.js, Java, MongoDB, Node.js, React, TensorFlow",2025-11-24,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include Express, Node.js, MongoDB, react, Core Java, TF. Apply now to join Company GG."
JOB_01909,Data Engineer,Company X,Delhi NCR,1-2 years,₹8.6L - ₹11.4L,Hybrid,Part-time,"Docker, GCP, Python, SQL, Statistics",2025-09-26,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include MySQL, Stats, PYTHON, Docker, Google Cloud. Apply now to join Company X."
JOB_06588,Machine Learning Engineer,Company BB,Delhi NCR,1-4 years,₹22.7L - ₹26.0L,Hybrid,Contract,"AWS, Python, SQL, Statistics",2025-12-05,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include Statistics, MS SQL, Python 3, AWS. Apply now to join Company BB."
JOB_01090,Full Stack Developer,Company S,Hyderabad,3-4 years,₹10.3L - ₹14.3L,Remote,Part-time,"JavaScript, Python, SQL, TensorFlow",2026-06-23,"We are looking for a highly skilled Full Stack Developer to join our engineering team. Required skills include Javascript, MS SQL, PYTHON, tensorflow. Apply now to join Company S."
JOB_00688,QA Engineer,Company FF,Hyderabad,6-9 years,₹11.2L - ₹15.6L,Remote,Contract,"JavaScript, MongoDB, SQL",2026-08-01,"We are looking for a highly skilled QA Engineer to join our engineering team. Required skills include MS SQL, Javascript, MongoDB. Apply now to join Company FF."
JOB_07811,Frontend Developer,Company R,Mumbai,4-6 years,₹13.8L - ₹16.2L,Remote,Contract,"GCP, JavaScript, PyTorch, React",2026-04-06,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include react, JS, pytorch, gcp. Apply now to join Company R."
JOB_08362,Database Administrator,Company L,Bengaluru,3-7 years,₹14.6L - ₹19.0L,Remote,Contract,"Express.js, SQL, Statistics",2026-07-16,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include Statistics, PostgreSQL, Express.js. Apply now to join Company L."
JOB_03661,Data Analyst,Company Y,Chennai,3-7 years,₹12.6L - ₹16.2L,Remote,Contract,"Python, SQL, Spring Boot",2026-06-01,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include Oracle, Python 3, Spring Boot. Apply now to join Company Y."
JOB_00368,Backend Developer,Company R,Pune,4-8 years,₹13.0L - ₹16.4L,On-site,Part-time,"Azure, Express.js, Java, Node.js, SQL",2026-06-29,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include Core Java, node.js, SQL, MS Azure, express. Apply now to join Company R."
JOB_03353,Data Analyst,Company P,Pune,5-9 years,₹18.0L - ₹21.7L,On-site,Part-time,"Docker, MongoDB, Python, SQL",2026-05-10,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include PostgreSQL, Python, MongoDB, docker. Apply now to join Company P."
JOB_09172,Backend Developer,Company Z,Kolkata,8-10 years,₹18.7L - ₹20.7L,Remote,Contract,"Azure, C++, Java, Node.js, SQL",2025-09-25,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include JAVA, MySQL, Node.js, Azure, CPP. Apply now to join Company Z."
JOB_03255,Site Reliability Engineer,Company FF,Delhi NCR,3-6 years,₹14.8L - ₹17.5L,Hybrid,Part-time,"Express.js, GCP, Python, SQL",2025-12-08,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include MySQL, python, Express, GCP. Apply now to join Company FF."
JOB_06467,Data Scientist,Company DD,Chennai,7-11 years,₹17.4L - ₹22.2L,Hybrid,Part-time,"Python, SQL, Spring Boot",2026-01-21,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include Python, Oracle, Spring Boot. Apply now to join Company DD."
JOB_09705,Machine Learning Engineer,Company B,Hyderabad,5-8 years,₹19.6L - ₹21.7L,Remote,Part-time,"Kubernetes, Python, SQL, Statistics",2026-05-25,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include python, Stats, Oracle, kubernetes. Apply now to join Company B."
JOB_09151,Business Analyst,Company L,Noida,8-12 years,₹14.6L - ₹17.8L,Hybrid,Part-time,"JavaScript, Node.js, Python, SQL, Statistics",2025-09-21,"We are looking for a highly skilled Business Analyst to join our engineering team. Required skills include MySQL, Vanilla JS, Python 3, Statistics, Node. Apply now to join Company L."
JOB_06393,DevOps Engineer,Company V,Delhi NCR,2-3 years,₹17.3L - ₹20.4L,On-site,Full-time,"AWS, Docker, JavaScript, TensorFlow",2026-06-28,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include Amazon Web Services, Docker, TF, JS. Apply now to join Company V."
JOB_03513,MERN Stack Engineer,Company A,Gurgaon,1-2 years,₹17.1L - ₹20.7L,Hybrid,Contract,"Docker, Express.js, MongoDB, Node.js, React",2025-12-17,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include node.js, Express, MongoDB, react, docker. Apply now to join Company A."
JOB_09231,DevOps Engineer,Company Z,Pune,2-4 years,,Hybrid,Full-time,"AWS, Docker, Express.js, GCP, Kubernetes, Power BI",2026-02-17,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include Kubernetes, Amazon AWS, Google Cloud, Docker, express, PowerBI. Apply now to join Company Z."
JOB_07139,Data Engineer,Company K,Pune,2-5 years,₹20.9L - ₹23.2L,Remote,Full-time,"JavaScript, Machine Learning, Python, SQL, Statistics",2025-12-24,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include Python 3, Oracle, Statistics, Machine learning, JS. Apply now to join Company K."
JOB_04826,Site Reliability Engineer,Company X,Pune,0-2 years,₹21.0L - ₹24.6L,Remote,Part-time,"AWS, JavaScript, Machine Learning, Python, SQL",2026-07-20,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include python, JavaScript, PostgreSQL, AWS, Machine learning. Apply now to join Company X."
JOB_02038,Data Engineer,Company U,Pune,1-5 years,₹19.4L - ₹21.8L,Hybrid,Part-time,"C#, Python, SQL, Statistics",2026-03-02,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include MySQL, Python, Stats, .NET. Apply now to join Company U."
JOB_00149,Backend Developer,Company F,Noida,4-5 years,₹23.8L - ₹27.3L,Remote,Part-time,"Express.js, Java, Node.js, React, SQL",2026-03-19,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include NodeJS, MS SQL, Core Java, ReactJS, express. Apply now to join Company F."
JOB_09064,Data Engineer,Company CC,Pune,1-4 years,₹7.4L - ₹10.0L,On-site,Full-time,"AWS, Node.js, Python, SQL, Statistics",2026-04-03,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include PYTHON, Statistics, SQL, Amazon AWS, node.js. Apply now to join Company CC."
JOB_04418,Database Administrator,Company Z,Mumbai,2-5 years,₹13.4L - ₹15.8L,On-site,Part-time,"Docker, Python, Statistics",2026-02-06,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include Statistics, Python 3, Docker. Apply now to join Company Z."
JOB_06818,MERN Stack Engineer,Company W,Chennai,3-5 years,₹26.0L - ₹29.6L,Remote,Contract,"Express.js, Node.js, PyTorch",2026-07-28,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include Node, express, PyTorch. Apply now to join Company W."
JOB_04591,Frontend Developer,Company J,Bengaluru,4-6 years,₹14.8L - ₹17.9L,On-site,Part-time,"JavaScript, React, Spring Boot",2025-09-15,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include JavaScript, react, Spring Boot. Apply now to join Company J."
JOB_08765,Business Analyst,Company T,Bengaluru,0-3 years,₹14.0L - ₹18.4L,Remote,Full-time,"JavaScript, PyTorch, Python, SQL",2026-07-24,"We are looking for a highly skilled Business Analyst to join our engineering team. Required skills include python, Javascript, MS SQL, pytorch. Apply now to join Company T."
JOB_09521,DevOps Engineer,Unknown,Unknown,3-4 years,₹18.7L - ₹22.5L,Remote,Full-time,"AWS, Azure, GCP, MongoDB",2026-05-07,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include MS Azure, gcp, aws, mongodb. Apply now to join our fast-growing startup."
JOB_08253,Backend Developer,Company M,Bengaluru,5-9 years,₹24.0L - ₹27.8L,Hybrid,Contract,"Excel, Java, Node.js",2026-06-19,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include Node, JAVA, excel. Apply now to join Company M."
JOB_03232,Data Scientist,Company CC,Delhi NCR,3-5 years,₹12.0L - ₹15.4L,Remote,Part-time,"Machine Learning, Python, Statistics",2026-05-30,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include Python 3, Statistics, Machine learning. Apply now to join Company CC."
JOB_01296,Data Analyst,Company B,Delhi NCR,5-7 years,₹18.0L - ₹22.3L,Hybrid,Full-time,"Docker, Python, Statistics",2026-08-04,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include Statistics, PYTHON, docker. Apply now to join Company B."
JOB_04683,Data Engineer,Company Q,Unknown,4-8 years,₹14.2L - ₹18.5L,Hybrid,Part-time,"C++, GCP, Python, SQL, Statistics",2026-01-17,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include Stats, Python, PostgreSQL, CPP, Google Cloud. Apply now to join Company Q."
JOB_03888,Data Scientist,Unknown,Unknown,7-10 years,₹20.2L - ₹23.4L,Remote,Contract,"Express.js, Python, SQL, Statistics",2026-08-27,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include Oracle, PYTHON, Stats, Express.js. Apply now to join our fast-growing startup."
JOB_09905,Cloud Engineer,Company R,Kolkata,4-6 years,₹24.9L - ₹27.1L,Hybrid,Full-time,"AWS, Docker, GCP, Kubernetes",2025-12-23,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include Kubernetes, GCP, docker, Amazon AWS. Apply now to join Company R."
JOB_03739,Frontend Developer,Company P,Chennai,7-10 years,₹12.4L - ₹16.3L,On-site,Full-time,"AWS, Java, JavaScript, React",2025-09-23,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include ReactJS, JavaScript, Amazon Web Services, Java. Apply now to join Company P."
JOB_01752,Full Stack Developer,Company K,Noida,5-8 years,₹21.6L - ₹26.2L,Remote,Contract,"JavaScript, Machine Learning, Python, SQL, TensorFlow",2026-03-11,"We are looking for a highly skilled Full Stack Developer to join our engineering team. Required skills include Python 3, Oracle, JavaScript, TensorFlow, Machine learning. Apply now to join Company K."
JOB_00026,Backend Developer,Unknown,Noida,8-9 years,₹23.5L - ₹28.0L,On-site,Full-time,"Docker, Java, Node.js",2025-11-27,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include Node.js, JAVA, docker. Apply now to join our fast-growing startup."
JOB_03599,Machine Learning Engineer,Unknown,Gurgaon,2-3 years,₹16.0L - ₹19.1L,On-site,Part-time,"Express.js, SQL, Statistics, TensorFlow",2026-01-06,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include Stats, SQL, Express, tensorflow. Apply now to join our fast-growing startup."
JOB_00597,Site Reliability Engineer,Company U,Chennai,4-7 years,₹24.9L - ₹27.7L,Hybrid,Contract,"C++, JavaScript, Python",2026-01-22,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include Python, JavaScript, c++. Apply now to join Company U."
JOB_07859,Software Engineer,Company T,Delhi NCR,4-8 years,₹16.6L - ₹19.1L,On-site,Contract,"JavaScript, Python, SQL, TensorFlow",2026-04-08,"We are looking for a highly skilled Software Engineer to join our engineering team. Required skills include JavaScript, python, MySQL, tensorflow. Apply now to join Company T."
JOB_05482,Data Analyst,Company N,Hyderabad,8-12 years,₹19.6L - ₹24.6L,Hybrid,Part-time,"React, SQL, Statistics",2026-04-07,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include Oracle, Statistics, React.js. Apply now to join Company N."
JOB_07297,Cybersecurity Analyst,Company II,Chennai,6-8 years,₹20.2L - ₹24.6L,Remote,Contract,"JavaScript, PyTorch, SQL",2025-11-01,"We are looking for a highly skilled Cybersecurity Analyst to join our engineering team. Required skills include Vanilla JS, Oracle, PyTorch. Apply now to join Company II."
JOB_04809,Data Engineer,Company T,Hyderabad,2-6 years,₹13.7L - ₹17.4L,Hybrid,Full-time,"GCP, Python, SQL, Statistics",2026-02-15,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include python, SQL, Stats, gcp. Apply now to join Company T."
JOB_05496,Data Analyst,Company F,Mumbai,3-5 years,,On-site,Contract,"Express.js, PyTorch, Python, SQL, Statistics",2026-05-27,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include Statistics, python, Oracle, Express.js, PyTorch. Apply now to join Company F."
JOB_09586,Data Scientist,Company BB,Pune,8-9 years,₹24.6L - ₹29.1L,Remote,Full-time,"Node.js, Python, SQL, Statistics, TensorFlow",2026-08-27,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include PostgreSQL, python, Statistics, TensorFlow, Node. Apply now to join Company BB."
JOB_04008,DevOps Engineer,Company Z,Pune,1-4 years,₹7.4L - ₹10.7L,On-site,Full-time,"AWS, Docker, GCP, Java, SQL",2025-10-22,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include GCP, Amazon Web Services, Docker, Java, PostgreSQL. Apply now to join Company Z."
JOB_02601,Data Engineer,Company II,Bengaluru,4-5 years,₹17.8L - ₹20.9L,Hybrid,Full-time,"GCP, Python, Statistics",2025-10-17,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include Stats, PYTHON, gcp. Apply now to join Company II."
JOB_07501,Business Analyst,Company N,Kolkata,8-10 years,₹13.6L - ₹17.5L,On-site,Full-time,"Java, JavaScript, Power BI, Python, SQL",2025-12-02,"We are looking for a highly skilled Business Analyst to join our engineering team. Required skills include PostgreSQL, JS, python, POWER BI, Java. Apply now to join Company N."
JOB_00956,Business Analyst,Company R,Delhi NCR,3-5 years,₹10.6L - ₹15.4L,On-site,Part-time,"JavaScript, Python, SQL, Statistics",2026-09-08,"We are looking for a highly skilled Business Analyst to join our engineering team. Required skills include Python, MySQL, Vanilla JS, Stats. Apply now to join Company R."
JOB_08003,Data Scientist,Company A,Chennai,8-9 years,₹30.2L - ₹32.8L,On-site,Full-time,"Kubernetes, Machine Learning, Python, SQL, Statistics",2026-06-19,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include MS SQL, Statistics, Python, Machine learning, kubernetes. Apply now to join Company A."
JOB_00779,Database Administrator,Company F,Delhi NCR,3-4 years,₹18.6L - ₹21.5L,Remote,Contract,"Power BI, Python, React, SQL, Statistics",2026-09-05,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include Python, MySQL, Stats, ReactJS, POWER BI. Apply now to join Company F."
JOB_07084,Business Analyst,Company U,Delhi NCR,6-8 years,₹13.2L - ₹17.1L,On-site,Full-time,"Azure, GCP, JavaScript, Python, SQL",2026-07-01,"We are looking for a highly skilled Business Analyst to join our engineering team. Required skills include Python 3, Javascript, SQL, MS Azure, Google Cloud. Apply now to join Company U."
JOB_04061,Software Engineer,Company T,Bengaluru,2-3 years,₹20.9L - ₹24.6L,Remote,Contract,"JavaScript, Machine Learning, Python, React, SQL",2026-01-23,"We are looking for a highly skilled Software Engineer to join our engineering team. Required skills include Python 3, Oracle, JS, Machine Learning, React. Apply now to join Company T."
JOB_04910,Backend Developer,Company DD,Chennai,7-10 years,₹20.9L - ₹25.6L,On-site,Full-time,"C#, Java, JavaScript, SQL",2026-01-04,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include SQL, Core Java, Javascript, C Sharp. Apply now to join Company DD."
JOB_06471,DevOps Engineer,Company J,Bengaluru,1-2 years,₹6.2L - ₹9.1L,On-site,Full-time,"AWS, Azure, Express.js, Power BI",2026-02-15,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include azure, AWS, PowerBI, Express. Apply now to join Company J."
JOB_05796,Cloud Engineer,Company H,Noida,4-6 years,₹27.7L - ₹31.6L,On-site,Contract,"AWS, Azure, Express.js",2026-03-28,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include Azure, AWS, Express. Apply now to join Company H."
JOB_00922,Database Administrator,Unknown,Bengaluru,7-10 years,₹22.4L - ₹25.6L,Hybrid,Contract,"Excel, Python, SQL, Statistics, TensorFlow",2026-01-22,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include MySQL, Python, Statistics, TensorFlow, excel. Apply now to join our fast-growing startup."
JOB_04241,Full Stack Developer,Unknown,Delhi NCR,1-2 years,₹17.0L - ₹20.4L,Remote,Full-time,"Excel, JavaScript, SQL",2026-06-04,"We are looking for a highly skilled Full Stack Developer to join our engineering team. Required skills include MySQL, JS, Excel. Apply now to join our fast-growing startup."
JOB_01568,Site Reliability Engineer,Company Z,Bengaluru,7-8 years,₹32.8L - ₹37.1L,On-site,Contract,"AWS, JavaScript, PyTorch, Python, SQL",2025-12-30,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include PYTHON, Vanilla JS, MySQL, Amazon Web Services, PyTorch. Apply now to join Company Z."
JOB_06647,DevOps Engineer,Company G,Delhi NCR,8-9 years,₹19.9L - ₹22.5L,On-site,Contract,"AWS, Docker, Express.js, GCP, Kubernetes",2025-09-18,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include Kubernetes, Google Cloud, Docker, Amazon Web Services, Express.js. Apply now to join Company G."
JOB_08798,Cybersecurity Analyst,Company R,Kolkata,5-7 years,₹17.0L - ₹21.2L,Remote,Contract,"JavaScript, SQL, Statistics, TensorFlow",2025-09-17,"We are looking for a highly skilled Cybersecurity Analyst to join our engineering team. Required skills include Oracle, JS, tensorflow, Stats. Apply now to join Company R."
JOB_09442,Site Reliability Engineer,Company S,Hyderabad,1-3 years,₹19.9L - ₹22.5L,Remote,Part-time,"JavaScript, MongoDB, Python, SQL",2026-03-30,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include PostgreSQL, JS, python, Mongo. Apply now to join Company S."
JOB_08080,Machine Learning Engineer,Company P,Gurgaon,7-8 years,₹30.0L - ₹34.5L,Hybrid,Contract,"Java, Python, SQL",2026-06-26,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include SQL, Python 3, Java. Apply now to join Company P."
JOB_02184,Full Stack Developer,Company DD,Chennai,2-5 years,₹18.5L - ₹22.6L,Remote,Contract,"JavaScript, PyTorch, Python, SQL",2025-09-15,"We are looking for a highly skilled Full Stack Developer to join our engineering team. Required skills include MS SQL, Vanilla JS, PYTHON, PyTorch. Apply now to join Company DD."
JOB_01028,Business Analyst,Company EE,Kolkata,8-10 years,₹15.6L - ₹17.7L,On-site,Part-time,"JavaScript, Python, Statistics",2026-06-05,"We are looking for a highly skilled Business Analyst to join our engineering team. Required skills include JavaScript, Python, Stats. Apply now to join Company EE."
JOB_08718,Frontend Developer,Company E,Unknown,8-10 years,₹19.6L - ₹23.4L,Remote,Part-time,"AWS, JavaScript, React",2025-10-12,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include Javascript, ReactJS, Amazon AWS. Apply now to join Company E."
JOB_00230,Data Scientist,Unknown,Pune,7-11 years,₹30.0L - ₹33.9L,Hybrid,Full-time,"GCP, Python, SQL, Statistics",2025-10-07,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include Statistics, Python 3, PostgreSQL, Google Cloud. Apply now to join our fast-growing startup."
JOB_07424,Frontend Developer,Company G,Hyderabad,6-10 years,₹21.2L - ₹23.7L,Hybrid,Full-time,"Excel, JavaScript, MongoDB, React",2026-06-01,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include ReactJS, Javascript, excel, Mongo. Apply now to join Company G."
JOB_07983,Full Stack Developer,Unknown,Kolkata,3-5 years,₹10.3L - ₹13.4L,Remote,Part-time,"Docker, JavaScript, Python, SQL",2026-05-08,"We are looking for a highly skilled Full Stack Developer to join our engineering team. Required skills include SQL, JS, Python 3, docker. Apply now to join our fast-growing startup."
JOB_09656,Backend Developer,Company U,Hyderabad,2-3 years,₹11.3L - ₹15.9L,Remote,Part-time,"Docker, Java, Node.js, SQL",2025-11-02,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include JAVA, MySQL, Node.js, docker. Apply now to join Company U."
JOB_09254,QA Engineer,Company T,Gurgaon,8-12 years,₹16.6L - ₹20.9L,On-site,Contract,"Express.js, JavaScript, Python, SQL",2025-12-19,"We are looking for a highly skilled QA Engineer to join our engineering team. Required skills include Vanilla JS, SQL, PYTHON, express. Apply now to join Company T."
JOB_06943,Data Scientist,Company G,Chennai,4-6 years,₹27.7L - ₹31.4L,Remote,Part-time,"MongoDB, Python, SQL, Statistics",2025-11-06,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include MySQL, Python, Statistics, MongoDB. Apply now to join Company G."
JOB_00612,Database Administrator,Company R,Delhi NCR,1-4 years,₹9.2L - ₹13.8L,Hybrid,Full-time,"Excel, Python, Statistics",2025-10-16,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include PYTHON, Statistics, excel. Apply now to join Company R."
JOB_02498,Data Analyst,Company CC,Unknown,7-10 years,₹21.4L - ₹24.2L,On-site,Contract,"Power BI, PyTorch, Python, SQL, Statistics",2025-11-16,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include Oracle, Statistics, python, power bi, pytorch. Apply now to join Company CC."
JOB_07164,Data Scientist,Company V,Bengaluru,3-4 years,₹26.0L - ₹30.5L,Hybrid,Part-time,"Excel, MongoDB, Python, SQL, Statistics",2026-08-17,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include Stats, Python, MS SQL, MS Excel, mongodb. Apply now to join Company V."
